description,image,lettre,nom
"A chance encounter with a mysterious character named Goodfellow leads Ryang to spring where faeries are bathing. Here, Ryang meets Fanta, a faerie who wants nothing more than to stay with him in the h...",https://cdn.myanimelist.net/r/50x70/images/manga/2/263925.jpg?s=b024c3dfa0ce40d6fa327fb2bf7108c1,F,Faeries' Landing
,https://cdn.myanimelist.net/r/50x70/images/manga/2/181322.jpg?s=4443e5f09af6c5039207197861d773ee,F,Fahrenheit 9999
,https://cdn.myanimelist.net/r/50x70/images/manga/3/101589.jpg?s=e750126c7281a576b1ab1426af19d167,F,Fair Bianca
1. Fair Lady wa Namida wo Nagasu 2. W: Kage no Nai Gogo 3. Sono Hi wa Kinyoubi 4. Vivian Lee ga Koroshita 5. 6-byou no 9-gatsu 6. Labyrinthos no Yoru,https://cdn.myanimelist.net/r/50x70/images/manga/3/32609.jpg?s=e0f265d2da82020698ed8d567535965a,F,Fair Lady wa Namida wo Nagasu
,https://cdn.myanimelist.net/r/50x70/images/manga/2/288531.jpg?s=025aaaf662366ec92ca4c077a8720761,F,Fair Play Fair Lover
"A boy whose father is deeply involved in the research and sturdy of Fairies thought that he could never be able to raise a fairy again. But one day, a Fairy appears in front of him, and not just any n...",https://cdn.myanimelist.net/r/50x70/images/manga/3/11001.jpg?s=c2454794f1505ff48c18201a41a3ed1e,F,Fairial Garden
"Based on Hooksoft's visual novel. When Akinori and Minami, his old friend, are on their way to school, an artificial satellite falls down nearby. When they get to the site, a girl comes out of the rub...",https://cdn.myanimelist.net/r/50x70/images/manga/1/32517.jpg?s=b81d294694156877c1e70e853c1f9c88,F,FairlyLife
,https://cdn.myanimelist.net/r/50x70/images/manga/1/207497.jpg?s=fc0710b507e59749720ce041c4504d21,F,Fairy
"Teruo Kakuta (aka Kondom) spares nothing with this spanking good series. Follow everyone's favorite sweet fairie Pfil as she encounters Urushira the Nurse for a full body examination, fights the effec...",https://cdn.myanimelist.net/r/50x70/images/manga/2/161554.jpg?s=6324ef8486bbb9b7e51534a0204d4b9f,F,Fairy Clinic
"Despite his kind-hearted and sensitive nature, Ian Hasumi is called ""Ian the Liar"" for one reason: he can see things that nobody else can. This includes fairies and ""Tokage,"" a malicious doppelganger...",https://cdn.myanimelist.net/r/50x70/images/manga/3/269921.jpg?s=358e44e5d6dc847938b103dc7d37d1ac,F,Fairy Cube
A novel based on the video game Fairy Fencer F.,https://cdn.myanimelist.net/r/50x70/images/manga/3/178457.jpg?s=be4d59f481ff557ec83ccc6c812dc475,F,Fairy Fencer F: Sajin no Mantle wo Matou Mono-tachi
,https://cdn.myanimelist.net/r/50x70/images/manga/1/160143.jpg?s=c2b11b6ca115605dbb613a745ab9921b,F,Fairy Field
,https://cdn.myanimelist.net/r/50x70/images/manga/1/166677.jpg?s=e019e5b7b7d29b5f9db1b80a918c41fb,F,Fairy Force: Ijigen kara no Inryaku
"In the Kingdom of Fiore, wizards are commonplace, but the powerful women of Fairy Tail are each one of a kind! And after fighting their way to the top of the Grand Magic Games, Lucy, Erza, Wendy, and...",https://cdn.myanimelist.net/r/50x70/images/manga/3/157526.jpg?s=7bf1b09221e72756a57e821b46e36285,F,Fairy Girls
"A wandering blind man is taken off the street and brought to a brothel, where hopefully one of the girls can help him find the daughter he’s looking for.",https://cdn.myanimelist.net/r/50x70/images/manga/2/32526.jpg?s=8ccbdde50cf570e51dc192c53d7a50fa,F,Fairy Gone Garden
"The Kingdom of Sound lies in a dimension where fairies prosper, relying on music from the human world to fuel their magical energy. Unfortunately, more and more songs by the humans have not been made...",https://cdn.myanimelist.net/r/50x70/images/manga/3/205386.jpg?s=2d39fd593cf9c51217184f33f64f8523,F,Fairy Idol Kanon
"1. Kurenai no Kaze 2. Carol no Ninjin Hakusho 3. Brownie 4. Chiisana☆Merry Christmas 5. China Girl 6. Eye of the Gorgon 7. The ""Metal Doll"" 8. Ichijouji-ke no Yome 9. Otome no Zanshou 10. Twin Heart 1...",https://cdn.myanimelist.net/r/50x70/images/manga/1/173179.jpg?s=4b2de2dfa6192c462da2e54a10a7bfc9,F,Fairy Paradise
"In the mystical realm of Earth Land, magic exists at the core of everyday life for its inhabitants, from transportation to utilities and everything in between. However, even with all its benefits, mag...",https://cdn.myanimelist.net/r/50x70/images/manga/3/198604.jpg?s=03c4ce0761b0e458e45e2015698aedf9,F,Fairy Tail
"Light novel side stories of the Fairy Tail series. Volume 1. Kokoro ni Yadoru Color (The Color Residing Within the Heart) Volume 2. Dai Matou Enbu Sonogo, Sorezore no 1-nichi (After the Grand Magic Ga...",https://cdn.myanimelist.net/r/50x70/images/manga/2/140795.jpg?s=5f4640807cd854108348e3e05c2a63bb,F,Fairy Tail
"Fairy Tail Gaiden is a trilogy detailing the adventures of Sting and Rogue, Gajeel and Levy, and Laxus and the Thunder Tribe in separate volumes. 1. Kengami no Souryuu (Twin Dragons of Sabertooth) 2....",https://cdn.myanimelist.net/r/50x70/images/manga/2/171669.jpg?s=1547fa0f9ec9e570c62f182742317c96,F,Fairy Tail Gaiden
Compilation of side stories not included in the main entry.,https://cdn.myanimelist.net/r/50x70/images/manga/2/198591.jpg?s=a4bc45ff380d45b33fae4d99e434f74e,F,Fairy Tail S
"Hiro Mashima of Fairy Tail and Nakaba Suzuki of Nanatsu no Taizai team up for a special Christmas story, based on each other's work: Meliodas, Elizabeth Liones, and Hawk are visiting the city of Magno...",https://cdn.myanimelist.net/r/50x70/images/manga/3/110375.jpg?s=a8d908e595dc33db393b1f74e006c5b1,F,Fairy Tail x Nanatsu no Taizai Christmas Special
"Long before she would found Fairy Tail, first master Mavis Vermillion is left under the care of the Red Lizard guild. Abused and belittled at every opportunity, she is forced to complete difficult cho...",https://cdn.myanimelist.net/r/50x70/images/manga/1/167384.jpg?s=f639408e4821562350ac006a36073135,F,Fairy Tail Zerø
This artbook contains 3 side stories that were not included in the main volumes. 1. Mira-sensei no Henshin Mahou Lesson (Mira-Sensei's Transforming Magic Class) 2. Yousei no Izumi e Youkoso! (Welcome...,https://cdn.myanimelist.net/r/50x70/images/manga/3/118931.jpg?s=09643d45259fd8301a86a813b30a0182,F,Fairy Tail+
"The 100 Years Quest: a mission so challenging and hazardous that it has remained unaccomplished for over a century. While countless mages have attempted to take on this gruelling objective, their resu...",https://cdn.myanimelist.net/r/50x70/images/manga/1/213604.jpg?s=b8cfee645671a182b1a6b24b1e59ca76,F,Fairy Tail: 100 Years Quest
"A mysterious request leads Wendy Marvell and her feline companion Charles to Nanalu Village, only to find that the job requester doesn't actually exist. Instead, Wendy becomes friends with Yoshino: a...",https://cdn.myanimelist.net/r/50x70/images/manga/2/153098.jpg?s=c75663c1fdb7a7f41f0d29e28594c2d2,F,Fairy Tail: Blue Mistral
A spinoff from the Fairy Tail universe—with Lucy now on assignment as a police officer—and lots of your old friends appearing in an unexpected new setting! The Magic Police can handle any case! A hear...,https://cdn.myanimelist.net/r/50x70/images/manga/1/219511.jpg?s=dcd3e69d947b7dfc085069bf8e635bc9,F,Fairy Tail: City Hero
"One day, while Happy and Natsu are on a quest, the big face of an old man appears in the sky. When they are spotted by the mysterious face, it captures them both in its mouth, but then spits Natsu out...",https://cdn.myanimelist.net/r/50x70/images/manga/2/219513.jpg?s=84448260369e762fa30a90ccc9b452bb,F,Fairy Tail: Happy no Daibouken
"Fairy Tail: Houou no Miko - Hajimari no Asa is a special prologue chapter to Fairy Tail Movie 1: Houou no Miko, introducing Éclair and depicting the accidental creation of her best friend, Momon, whil...",https://cdn.myanimelist.net/r/50x70/images/manga/2/97209.jpg?s=1c06f5521bb26a0679de8f197c99f9fc,F,Fairy Tail: Houou no Miko - Hajimari no Asa
,https://cdn.myanimelist.net/r/50x70/images/manga/2/223196.jpg?s=dd20d2b7c7efe028a97f7effe4e82e29,F,Fairy Tale Chronicle: Kuuki Yomanai Isekai 4-koma
,https://cdn.myanimelist.net/r/50x70/images/manga/2/40310.jpg?s=8888b6bfe5f662daf7f1b3f27437758b,D,D
"Three years ago, dungeons suddenly appeared on Earth after an experiment in Area 51 went awry. Now everyone—from average citizens to soldiers—explores these monster-filled labyrinths in search of weal...",https://cdn.myanimelist.net/r/50x70/images/manga/3/264504.jpg?s=ce8ce56ec2732e817076ad4bdda8efed,D,D Genesis: Dungeon ga Dekite 3-nen
"Three years ago, dungeons suddenly appeared on Earth after an experiment in Area 51 went awry. Now everyone—from average citizens to soldiers—explores these monster-filled labyrinths in search of weal...",https://cdn.myanimelist.net/r/50x70/images/manga/2/264501.jpg?s=6795ab5f243a1f9fa6b785936733b5af,D,D Genesis: Dungeon ga Dekite 3-nen
"Daria is a relatively normal girl, despite the fact that she always seems to be the recipient of miracles. But when a strange character appears suddenly, with the intention of keeping his promise to k...",https://cdn.myanimelist.net/r/50x70/images/manga/1/181427.jpg?s=eceda7d9fed210d6f97e74bf120df95d,D,D no Fuuin
"Taking place in the year 1937 on the eve of World War II, the story involves a mysterious spy training organization known as the ""D Agency."" The organization is established by Lieutenant Colonel Yuuki...",https://cdn.myanimelist.net/r/50x70/images/manga/2/161988.jpg?s=3d5c1e3ed8927a4625ee01853dbc53d8,D,D no Maou
,https://cdn.myanimelist.net/r/50x70/images/manga/1/134867.jpg?s=6a53a3ebd96a8ed49544ce42f072d82d,D,D Sword of Legend
,https://cdn.myanimelist.net/r/50x70/images/manga/3/163053.jpg?s=b82a8a959cfae2e52eae863635ebb5ca,D,D wa Hitogata Masougu desu.
Manga version of Jeanne D'Arc's story.,https://cdn.myanimelist.net/r/50x70/images/manga/1/15742.jpg?s=b7b59af052cc24d2b5b8da69e6571ebd,D,D'Arc : Jeanne D'Arc Den
"In the year 2068, the Brain Computer, created by humans to be the core of a machine-driven Earth, itself creates Leave, an android that far surpasses the abilities of humans. With mankind now an unnec...",https://cdn.myanimelist.net/r/50x70/images/manga/5/837.jpg?s=0251167cde667ca7cf9d609ad03b20b3,D,D'v
,https://cdn.myanimelist.net/r/50x70/images/manga/3/132439.jpg?s=3a7960b47374f53bd630ebb62217a3df,D,D'z
"Tsukasa, Tajima, Katsu, and newcomer Sae, were all members of the Hentai ShonenDai (Perverted Boy's club) at the tender age of 11. But as they grow older, how will each of their lives change? Will the...",https://cdn.myanimelist.net/r/50x70/images/manga/2/152363.jpg?s=8b59cdff08c1dbb45bc7a79c44859a5f,D,D-ash
,https://cdn.myanimelist.net/r/50x70/images/manga/2/163114.jpg?s=d52f35082d05596a9c9b74b5529007b1,D,D-breaker
,https://cdn.myanimelist.net/r/50x70/images/manga/2/112963.jpg?s=a2a7b8e7f8ca2ba766a9dd87003d6cbb,D,D-Crackers
,https://cdn.myanimelist.net/r/50x70/images/manga/3/112961.jpg?s=49b44a174957413a0e9ec890262da594,D,D-Crackers Plus: Sekai - After Kingdom
,https://cdn.myanimelist.net/r/50x70/images/manga/3/112959.jpg?s=b4b5d409a5de5c23b862ab17254c7291,D,D-Crackers Short
"Yuki sees entering High school as her opportunity to look more womanlike; but as a result of a magical rebound she becomes a boy! A gothic comedy of a girl who wants to recover her original body, and...",https://cdn.myanimelist.net/r/50x70/images/manga/1/40524.jpg?s=ad9d5904c594f5dcc5c6a933630e3693,D,D-Drops
"Kenji Kazama—the leader of an eponymous three-man gang—plans to take over Fujou High and make his legend known to all. However, when his first act of delinquency misfires, he finds himself coerced int...",https://cdn.myanimelist.net/r/50x70/images/manga/1/188780.jpg?s=a507196244ca4e0a886b2f63f581abde,D,D-Frag!
"If you become a hero and defeat the Demon King, a life of idleness awaits you...! This is what the young man Jirei believed, and he works hard day and night to achieve his goal. However, when he finds...",https://cdn.myanimelist.net/r/50x70/images/manga/2/263268.jpg?s=21a39496abc3c73c6dd63a51ee5bfca4,D,"D-kyuu Boukensha no Ore, Nazeka Yuusha Party ni Kanyuu sareta Ageku, Oujo ni Tsukimatowareteru"
"Ordinary high school student Satoru Ikaruga, while he doesn't look like it, happens to be a genius vehicle user, kinda like a MacGyver of vehicles. And he's extremely good with all vehicles, jet skis,...",https://cdn.myanimelist.net/r/50x70/images/manga/3/23960.jpg?s=9d6a693b76bcccd4e5747a7170ab7d40,D,D-live!!
Included one-shot: Loveless Labyrinth: After Flower,https://cdn.myanimelist.net/r/50x70/images/manga/2/160386.jpg?s=3f896d156ceb40ce9aa6b7681f5f77d9,D,D-Medal
"A man sitting in a bar, exhausted from looking for someone. Who is it? His lover? No, a dancer is his reply. The reason is because that dancer is the one that ""that man"" believes in. Bidou used to liv...",https://cdn.myanimelist.net/r/50x70/images/manga/3/30493.jpg?s=4e972e3b34aad219db14860722883e8d,D,D-Zone
1. Medical♥Treatment 2. Scrambled Eggs 3. xx Densha de Ikou! 4. Jama shinaide yo My Sister 5. Ochitekita Tenshi 6. Akuma ni Omakase 7. Beauty and Goblin 8. Amai Doku 9. Candy Party 10. Seikimatsu Eiyu...,https://cdn.myanimelist.net/r/50x70/images/manga/2/241051.jpg?s=9059e7032b753290f00337158a04637d,D,D.A.
"Tells the official story of ""Kazamidori-hen"" that corresponds to the main part of the original game.",https://cdn.myanimelist.net/r/50x70/images/manga/3/241817.jpg?s=5cad95340a467254111619f506cfca49,D,D.C.III: Da Capo III
,https://cdn.myanimelist.net/r/50x70/images/manga/2/241820.jpg?s=f15e8fd27a7ed17746a08991cc85e175,D,D.C.III: Da Capo III - Charles Serenata
,https://cdn.myanimelist.net/r/50x70/images/manga/2/241819.jpg?s=0537ca360ec8d2e639120cdc6db1c547,D,D.C.III: Da Capo III - Kazami Gakuen Koushiki Shinbun-bu - Okurairi Jikenbo
,https://cdn.myanimelist.net/r/50x70/images/manga/3/241818.jpg?s=1c9badf9e3d847990a91ff3833552c8d,D,D.C.III: Da Capo III - Koushiki Shinbun-bu Nisshi
After two years Nemu is back home from nurses's school. What's gonna happen with Junichi's life after this reunion with his sister?,https://cdn.myanimelist.net/r/50x70/images/manga/1/173310.jpg?s=c51f10ddb5966c61093ef7ca5a1aeeef,D,D.C.S.G.: Da Capo - Second Graduation
"Since the formation of the ""Black Knight Squadron,"" the kingdom of Galronia has expanded its military presence rapidly. The Black Knights were heralded as heroes, protecting the country from its enemi...",https://cdn.myanimelist.net/r/50x70/images/manga/2/273308.jpg?s=0a7d7896b9e30d349cb0e63971c4d303,D,D.D.D.
"Kagura is a college student who lost his parents in a fire when he was a child. One day he visited a courthouse as part of a seminar, and that same night he had a strange dream.... Was it just a night...",https://cdn.myanimelist.net/r/50x70/images/manga/1/292794.jpg?s=bf35017f49fb6bca9b51150d80ac79d0,D,D.Diver
"Thousands of years ago, there existed those gifted with the power of God. Their mission: to destroy the ominous evils that lurk in the darkness known as ""Akuma."" Led by the Milenium Earl, Akuma seek t...",https://cdn.myanimelist.net/r/50x70/images/manga/3/240470.jpg?s=c1dd7bf9f2bdb9762ee4391908e247ae,D,D.Gray-man
,https://cdn.myanimelist.net/r/50x70/images/manga/3/12458.jpg?s=2975137e7dcef73dfe8db5a3c9811758,D,D.Gray-man: Reverse
"Daisuke Niwa is an ordinary, if slightly unlucky, middle school student. On his fourteenth birthday, he comes down with a 'condition' that has plagued the men in his family for three hundred years. Wh...",https://cdn.myanimelist.net/r/50x70/images/manga/2/145023.jpg?s=05fcce04b2cd3dbb27d0ac0f60265e1f,D,D.N.Angel
"Old Gods are invading Earth, possessing humans and baring naked their most wicked emotions. The most powerful 'disciples' of these evil demons are called 'mages.' The story concentrates on two such pe...",https://cdn.myanimelist.net/r/50x70/images/manga/2/120805.jpg?s=89fe1cafdf9c53dcc636d95842d14b55,D,D.Y.N. Freaks
"Doris Ruridou is young princess who had just entered Teito Academy. She is also a Panzer, a person with special abilities and fights with a weapon called a ""tool."" Shortly after entering, her older si...",https://cdn.myanimelist.net/r/50x70/images/manga/3/248297.jpg?s=56eee2a61cc7cdc6963e9d67813cf7cb,D,D4 Princess
,https://cdn.myanimelist.net/r/50x70/images/manga/2/250654.jpg?s=28e5d5c50c1959295a9a109de17cedad,D,D4DJ: The Starting of Photon Maiden
,https://cdn.myanimelist.net/r/50x70/images/manga/1/176312.jpg?s=9e284fad9d81313915991f062a6d2b24,D,D9: Seihitsu no Akuma Sousha
"In an era of competitive Idols, there's one idol group that gazes over all of them, overwhelming the masses and leading the idol world, the incarnation of Zeus himself… “Jupiter”.",https://cdn.myanimelist.net/r/50x70/images/manga/2/100673.jpg?s=90bc0b0dd92820188c0b8b89267fc0b1,D,D@YS OF Jupiter: THE IDOLM@STER
